difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness,zlaggableName,grade_dev,soft_sum,hard_sum,amount_ascents,grade_dev_name,dev,soft_dev,hard_dev
8a,29,7725,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,mama-nahla,0.5,athletic,0.5,"overhang, vertical",Mama Nahla,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
8b,31,7726,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,progetto-tribout,0.6,athletic,1.0,overhang,Progetto Tribout,31.0,2.0,2.0,19.0,8b,0.0,0.10526315789473684,0.10526315789473684
8b,31,7727,terra-promessa,Terra Promessa,7709,0,1,0,0,0,0,0,0,1,0,settore-b,marco-gelato,0.6,endurance,1.0,overhang,Marco Gelato,32.0,0.0,8.0,16.0,8b+,1.0,0.0,0.5
6b,18,7728,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,vertical-sport,0.28600000000000003,athletic,0.643,overhang,Vertical Sport,18.0,0.0,2.0,14.0,6b,0.0,0.0,0.14285714285714285
7c,27,7729,terra-promessa,Terra Promessa,7707,0,0,1,0,0,0,0,1,0,0,settore-a,orange-juice,1.0,crimpy,1.0,slab,Orange juice,27.0,0.0,1.0,14.0,7c,0.0,0.0,0.07142857142857142
7c,27,7730,terra-promessa,Terra Promessa,7707,0,0,1,0,0,0,1,0,0,0,settore-a,elefant,1.0,crimpy,1.0,vertical,Elefant,27.0,1.0,2.0,14.0,7c,0.0,0.07142857142857142,0.14285714285714285
7b,25,7731,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,efeu-tanz,0.34,cruxy,0.5295295295295296,vertical,Efeu Tanz,25.0,0.0,1.0,13.0,7b,0.0,0.0,0.07692307692307693
6a+,17,7732,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,0,0,unknown-sector,pic-nic,1.0,athletic,1.0,vertical,pic nic,18.0,0.0,5.0,9.0,6b,1.0,0.0,0.5555555555555556
8a+,30,7733,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,mama-africa,0.34,cruxy,0.5295295295295296,vertical,Mama Africa,30.0,0.0,0.0,6.0,8a+,0.0,0.0,0.0
8c,33,7734,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,aerodromo,1.0,athletic,1.0,overhang,Aerodromo,33.0,0.0,0.0,8.0,8c,0.0,0.0,0.0
7b,25,7735,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,tula,0.34,cruxy,0.5295295295295296,vertical,Tula,25.0,0.0,1.0,5.0,7b,0.0,0.0,0.2
6b+,19,7736,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,pic-nic-lunga,0.34,cruxy,1.0,vertical,Pic nic lunga,19.0,0.0,0.0,5.0,6b+,0.0,0.0,0.0
7b,25,7737,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,dont-know-name,0.5,athletic,0.5,"overhang, vertical",N.N.,25.0,0.0,0.0,4.0,7b,0.0,0.0,0.0
7c,27,7738,terra-promessa,Terra Promessa,7707,1,0,0,0,0,0,1,0,1,0,settore-a,ebony,0.667,athletic,0.5,"overhang, vertical",Ebony,26.0,1.0,0.0,4.0,7b+,-1.0,0.25,0.0
6c,21,7739,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,entusiasmo,1.0,cruxy,1.0,vertical,Entusiasmo,21.0,0.0,0.0,5.0,6c,0.0,0.0,0.0
8c+,34,7740,terra-promessa,Terra Promessa,7709,0,1,0,0,0,0,0,0,1,0,settore-b,claudio-cafe-diretta,0.667,endurance,1.0,overhang,Claudio Cafè Diretta,34.0,0.0,0.0,5.0,8c+,0.0,0.0,0.0
8a,29,7741,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,lo-hobbit,0.34,cruxy,0.5295295295295296,vertical,Lo Hobbit,29.0,0.0,0.0,4.0,8a,0.0,0.0,0.0
6a,16,7742,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,lochness-l1,0.28600000000000003,athletic,0.643,overhang,Lochness,16.0,0.0,0.0,3.0,6a,0.0,0.0,0.0
7c,27,7743,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,0,1,0,0,settore-a,brall,0.34,cruxy,1.0,slab,Brall,28.0,0.0,1.0,3.0,7c+,1.0,0.0,0.3333333333333333
7a,23,7744,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,hasen-pic-nic,0.34,cruxy,0.5295295295295296,vertical,Hasen Pic Nic,23.0,0.0,0.0,5.0,7a,0.0,0.0,0.0
7b,25,7746,terra-promessa,Terra Promessa,7709,1,0,0,1,0,0,0,0,1,0,settore-b,weiss-wurscht,0.375,"athletic, cruxy",0.6663336663336663,overhang,Weiss Wurscht,25.0,3.0,16.0,104.0,7b,0.0,0.028846153846153848,0.15384615384615385
7a,23,7747,terra-promessa,Terra Promessa,7707,0,0,0,0,0,1,0,1,0,0,settore-a,carnevale,0.4615384615384615,technical,0.545,slab,Carnevale,23.0,4.0,5.0,89.0,7a,0.0,0.0449438202247191,0.056179775280898875
6c+,22,7748,terra-promessa,Terra Promessa,7709,0,0,0,1,0,0,0,0,1,0,settore-b,luca-joint,0.4545454545454546,cruxy,0.75,overhang,Luca Joint,22.0,1.0,11.0,77.0,6c+,0.0,0.012987012987012988,0.14285714285714285
6a+,17,7749,terra-promessa,Terra Promessa,7709,0,0,0,0,0,1,0,1,0,0,settore-b,lorenzo,0.5,technical,0.667,slab,Lorenzo,17.0,0.0,7.0,61.0,6a+,0.0,0.0,0.11475409836065574
7c,27,7750,terra-promessa,Terra Promessa,7709,1,1,0,1,1,0,0,0,1,0,settore-b,progetto-caty,0.25,"athletic, endurance, cruxy, sloper",1.0,overhang,Progetto Caty,28.0,1.0,11.0,55.0,7c+,1.0,0.01818181818181818,0.2
7b,25,7751,terra-promessa,Terra Promessa,7707,0,0,0,1,0,1,1,0,0,0,settore-a,nice-price,0.3636363636363637,"cruxy, technical",0.833,vertical,Nice price,25.0,2.0,7.0,55.0,7b,0.0,0.03636363636363636,0.12727272727272726
7b+,26,7752,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,0,0,1,0,settore-a,canna-cannon,0.375,cruxy,1.0,overhang,Canna Cannon,26.0,3.0,3.0,55.0,7b+,0.0,0.05454545454545454,0.05454545454545454
6a+,17,7753,terra-promessa,Terra Promessa,7709,0,0,0,0,0,1,0,1,0,0,settore-b,us-open,1.0,technical,1.0,slab,Us Open,17.0,0.0,1.0,42.0,6a+,0.0,0.0,0.023809523809523808
8a,29,7754,terra-promessa,Terra Promessa,7709,0,1,0,0,0,0,0,0,1,0,settore-b,hydra,0.8,endurance,1.0,overhang,Hydra,29.0,0.0,4.0,43.0,8a,0.0,0.0,0.09302325581395349
6b,18,7755,terra-promessa,Terra Promessa,7709,0,0,1,0,0,1,0,1,0,0,settore-b,kaktus,0.5,"crimpy, technical",0.667,slab,Kaktus,18.0,5.0,3.0,37.0,6b,0.0,0.13513513513513514,0.08108108108108109
7a,23,7756,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,hilti-gang,0.556,cruxy,0.6,vertical,Hilti gang,23.0,0.0,3.0,41.0,7a,0.0,0.0,0.07317073170731707
6a,16,7757,terra-promessa,Terra Promessa,7709,0,0,0,0,0,1,1,0,0,0,settore-b,rere,1.0,technical,1.0,vertical,Rere,16.0,1.0,3.0,37.0,6a,0.0,0.02702702702702703,0.08108108108108109
6b,18,7758,terra-promessa,Terra Promessa,7709,0,0,0,1,0,1,0,1,0,0,settore-b,chris-croco,0.5,"cruxy, technical",0.667,slab,Chris Croco,18.0,0.0,3.0,30.0,6b,0.0,0.0,0.1
7b+,26,7759,terra-promessa,Terra Promessa,7707,0,0,1,1,0,0,1,0,0,0,settore-a,blow-job,0.5,"crimpy, cruxy",1.0,vertical,Blow job,26.0,2.0,3.0,27.0,7b+,0.0,0.07407407407407407,0.1111111111111111
7c+,28,7760,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,o-pio-mio,0.28600000000000003,athletic,0.643,overhang,O Pio Mio,28.0,0.0,2.0,22.0,7c+,0.0,0.0,0.09090909090909091
6a+,17,7761,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,nanuk,0.28600000000000003,athletic,0.643,overhang,Nanuk,17.0,0.0,1.0,24.0,6a+,0.0,0.0,0.041666666666666664
6c+,22,7762,terra-promessa,Terra Promessa,7710,0,0,0,0,0,1,1,0,0,0,unknown-sector,cinema-paradiso,1.0,technical,1.0,vertical,Cinema Paradiso,23.0,0.0,4.0,21.0,7a,1.0,0.0,0.19047619047619047
7c+,28,7763,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,red-points,0.34,cruxy,0.5295295295295296,vertical,Red Points,29.0,0.0,5.0,21.0,8a,1.0,0.0,0.23809523809523808
6a,16,7764,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,loch-ness,0.5,athletic,0.5,"overhang, vertical",Loch Ness,16.0,2.0,2.0,19.0,6a,0.0,0.10526315789473684,0.10526315789473684
8a,29,7765,terra-promessa,Terra Promessa,7707,0,1,0,0,0,0,1,0,0,0,settore-a,un-presente-por-nahla,1.0,endurance,0.5295295295295296,vertical,Un Presente Por Nahla,29.0,2.0,0.0,18.0,8a,0.0,0.1111111111111111,0.0
7a,23,7821,teatro-delle-marionette,Teatro delle Marionette,7821,0,0,1,0,0,1,1,0,0,0,teatro-delle-marionette,pierrot,0.5,"crimpy, technical",1.0,vertical,Pierrot,23.0,0.0,0.0,2.0,7a,0.0,0.0,0.0
7b,25,7822,teatro-delle-marionette,Teatro delle Marionette,7821,0,0,1,0,0,1,1,0,0,0,teatro-delle-marionette,n-n,0.4,"crimpy, technical",0.667,vertical,N.N.,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
7b+,26,7823,teatro-delle-marionette,Teatro delle Marionette,7821,0,0,1,1,0,1,1,0,1,0,teatro-delle-marionette,vescovi-e-maghi,0.3333333333333333,"crimpy, cruxy, technical",0.5,"overhang, vertical",Vescovi e Maghi,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
4c,9,8161,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,lollo,0.0, ,0.0, ,Lollo,9.0,0.0,0.0,1.0,5,0.0,0.0,0.0
4a,6,8162,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,merlo,0.0, ,0.0, ,Merlo,6.0,0.0,0.0,1.0,4,0.0,0.0,0.0
3c,5,8163,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,pettirosso,0.0, ,0.0, ,Pettirosso,5.0,0.0,0.0,1.0,3,0.0,0.0,0.0
3a,3,8164,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,picchio,0.0, ,0.0, ,Picchio,3.0,0.0,0.0,1.0,3,0.0,0.0,0.0
3b,4,8165,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,tordo,0.0, ,0.0, ,Tordo,4.0,0.0,0.0,1.0,3,0.0,0.0,0.0
3a,3,8166,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,usignolo,0.0, ,0.0, ,Usignolo,3.0,0.0,0.0,1.0,3,0.0,0.0,0.0
4b,7,8167,la-cosina,La Cosina,8167,0,0,0,0,0,0,0,0,0,0,unknown-sector-b2b1f,balestrucio,0.0, ,0.0, ,Balestrucio,7.0,0.0,0.0,1.0,4,0.0,0.0,0.0
4a,6,8168,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,tasso,0.0, ,0.0, ,Tasso,6.0,0.0,0.0,1.0,4,0.0,0.0,0.0
5c,14,8169,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,gufo,0.0, ,0.0, ,Gufo,14.0,0.0,0.0,3.0,5c,0.0,0.0,0.0
4c,9,8170,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,lepre,0.0, ,0.0, ,Lepre,9.0,0.0,0.0,3.0,5,0.0,0.0,0.0
4a,6,8171,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,capriolo,0.0, ,0.0, ,Capriolo,6.0,0.0,0.0,3.0,4,0.0,0.0,0.0
4a,6,8172,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,volpe,0.0, ,0.0, ,Volpe,6.0,0.0,0.0,3.0,4,0.0,0.0,0.0
5b,12,8173,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,fringuello,0.0, ,0.0, ,Fringuello,12.0,0.0,0.0,2.0,5b,0.0,0.0,0.0
4a,6,8174,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,cardellino,0.0, ,0.0, ,Cardellino,6.0,0.0,0.0,2.0,4,0.0,0.0,0.0
4b,7,8175,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,frassino,0.0, ,0.0, ,Frassino,7.0,0.0,0.0,2.0,4,0.0,0.0,0.0
5b,12,8176,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,lorenzo,0.0, ,0.0, ,Lorenzo,12.0,0.0,0.0,2.0,5b,0.0,0.0,0.0
5a,11,8177,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,gnomo-dolomitico,0.0, ,0.0, ,Gnomo dolomitico,11.0,0.0,0.0,2.0,5a+,0.0,0.0,0.0
5a,11,8178,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,carpino,0.0, ,0.0, ,Carpino,11.0,0.0,0.0,2.0,5a+,0.0,0.0,0.0
5a,11,8186,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,ghiandaia,0.0, ,0.0, ,Ghiandaia,11.0,0.0,0.0,1.0,5a+,0.0,0.0,0.0
4c,9,8187,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,greta,0.0, ,0.0, ,Greta,9.0,0.0,0.0,1.0,5,0.0,0.0,0.0
4c,9,8188,la-cosina,La Cosina,8161,0,0,0,0,0,0,0,0,0,0,la-cosina,codirosso,0.0, ,0.0, ,Codirosso,9.0,0.0,0.0,1.0,5,0.0,0.0,0.0
7b+,26,8189,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,rucolissima,1.0,crimpy,1.0,vertical,Rucolissima,26.0,2.0,0.0,61.0,7b+,0.0,0.03278688524590164,0.0
7a+,24,8190,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,salamino-piccante,0.4285714285714286,crimpy,1.0,vertical,Salamino Piccante,24.0,3.0,3.0,60.0,7a+,0.0,0.05,0.05
7a,23,8191,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,margherita,0.5,crimpy,1.0,vertical,Margherita,23.0,0.0,5.0,46.0,7a,0.0,0.0,0.10869565217391304
6c+,22,8192,la-pizzeria,La Pizzeria,8189,0,1,1,0,0,0,1,0,0,0,la-pizzeria,marinara,0.4,"endurance, crimpy",1.0,vertical,Marinara,22.0,1.0,2.0,47.0,6c+,0.0,0.02127659574468085,0.0425531914893617
7c,27,8193,la-pizzeria,La Pizzeria,8189,0,1,0,0,0,1,1,0,0,0,la-pizzeria,capricciosa,0.4,"endurance, technical",1.0,vertical,Capricciosa,27.0,0.0,2.0,28.0,7c,0.0,0.0,0.07142857142857142
7c+,28,8194,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,diavola,0.435,crimpy,1.0,vertical,Diavola,27.0,4.0,1.0,13.0,7c,-1.0,0.3076923076923077,0.07692307692307693
7c+,28,8195,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,calabrese,0.435,crimpy,1.0,vertical,Calabrese,28.0,0.0,0.0,4.0,7c+,0.0,0.0,0.0
8a,29,8196,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,zingara,1.0,crimpy,1.0,vertical,Zingara,29.0,0.0,0.0,3.0,8a,0.0,0.0,0.0
7a+,24,8197,la-pizzeria,La Pizzeria,8197,0,0,1,0,0,0,1,0,0,0,unknown-sector,unknown-route,0.435,crimpy,1.0,vertical,N.N.,24.0,0.0,0.0,2.0,7a+,0.0,0.0,0.0
7c+,28,8198,la-pizzeria,La Pizzeria,8189,0,0,1,0,0,0,1,0,0,0,la-pizzeria,prosciutto-e-funghi,0.435,crimpy,1.0,vertical,Prosciutto e Funghi,29.0,0.0,1.0,2.0,8a,1.0,0.0,0.5
7a,23,8199,la-pizzeria,La Pizzeria,8197,0,0,1,0,0,0,1,0,0,0,unknown-sector,dont-know-name,0.435,crimpy,1.0,vertical,N.N.,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
8a,29,8200,la-pizzeria,La Pizzeria,8197,0,0,1,0,0,0,1,0,0,0,unknown-sector,salamino-e-funghi-porcini,0.435,crimpy,1.0,vertical,Salamino e funghi porcini,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7c,27,8201,la-pizzeria,La Pizzeria,8197,0,0,1,0,0,0,1,0,0,0,unknown-sector,4-stagioni,0.435,crimpy,1.0,vertical,4 stagioni,27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
7c,27,8202,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,hurricane,0.833,endurance,1.0,overhang,Hurricane,27.0,7.0,2.0,63.0,7c,0.0,0.1111111111111111,0.031746031746031744
7a,23,8203,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,el-vecio-alpin,0.579,endurance,0.636,overhang,El vecio alpin,23.0,4.0,4.0,61.0,7a,0.0,0.06557377049180328,0.06557377049180328
6b+,19,8204,grottosauro,Grottosauro,8202,0,0,0,1,0,0,1,0,0,0,grottosauro,baby-e-mirtillo,1.0,cruxy,1.0,vertical,Baby e Mirtillo,20.0,1.0,9.0,46.0,6b+,1.0,0.021739130434782608,0.1956521739130435
7b+,26,8205,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,the-winner,0.6,endurance,1.0,overhang,The Winner,27.0,0.0,8.0,34.0,7c,1.0,0.0,0.23529411764705882
7a+,24,8206,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,athena-la-belena,0.579,endurance,0.636,overhang,Athena la belena,24.0,4.0,2.0,33.0,7a+,0.0,0.12121212121212122,0.06060606060606061
7a+,24,8207,grottosauro,Grottosauro,8202,0,0,0,1,0,0,1,0,0,0,grottosauro,bonito,1.0,cruxy,1.0,vertical,Bonito,24.0,3.0,5.0,32.0,7a+,0.0,0.09375,0.15625
7c,27,8208,grottosauro,Grottosauro,8202,1,1,0,0,0,0,0,0,1,0,grottosauro,thor,0.5,"athletic, endurance",1.0,overhang,Thor,27.0,3.0,2.0,30.0,7c,0.0,0.1,0.06666666666666667
7b+,26,8209,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,long-jump,0.579,endurance,0.636,overhang,Long Jump,26.0,0.0,1.0,25.0,7b+,0.0,0.0,0.04
7c+,28,8210,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,thunder-storm,0.579,endurance,0.636,overhang,Tunderstorm,28.0,2.0,1.0,22.0,7c+,0.0,0.09090909090909091,0.045454545454545456
7a+,24,8211,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,el-loco,0.579,endurance,0.636,overhang,El loco,24.0,0.0,1.0,19.0,7a+,0.0,0.0,0.05263157894736842
7a+,24,8212,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,1,0,0,grottosauro,ibbogtrops,0.579,endurance,1.0,slab,Ibbog Trops,24.0,1.0,0.0,17.0,7a+,0.0,0.058823529411764705,0.0
8a,29,8213,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,il-gladiatore,1.0,endurance,0.636,overhang,Il Gladiatore,29.0,0.0,2.0,15.0,8a,0.0,0.0,0.13333333333333333
8a,29,8214,grottosauro,Grottosauro,8202,1,0,0,0,0,0,1,0,1,0,grottosauro,gregocula-proculor,1.0,athletic,0.5,"overhang, vertical",Gregocula proculor,30.0,0.0,2.0,10.0,8a+,1.0,0.0,0.2
7c,27,8215,grottosauro,Grottosauro,8215,0,1,0,0,0,0,0,0,1,0,unknown-sector-addf3,the-lion-burrow,0.579,endurance,0.636,overhang,The Lion Burrow,27.0,0.0,1.0,10.0,7c,0.0,0.0,0.1
7c+,28,8216,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,golden-bow,0.579,endurance,0.636,overhang,Golden Bow,28.0,1.0,0.0,7.0,7c+,0.0,0.14285714285714285,0.0
7b,25,8217,grottosauro,Grottosauro,8215,0,1,0,0,0,0,0,0,1,0,unknown-sector-addf3,dont-know-name-b4341-verrev,0.579,endurance,0.636,overhang,N.N.,24.0,1.0,0.0,4.0,7a+,-1.0,0.25,0.0
8c,33,8218,grottosauro,Grottosauro,8202,1,0,0,0,0,0,0,0,1,0,grottosauro,linsostenibile-debolezza-dellessere,1.0,athletic,1.0,overhang,L'insostenibile debolezza dell'essere,33.0,0.0,0.0,3.0,8c,0.0,0.0,0.0
7c+,28,8219,grottosauro,Grottosauro,8215,0,1,0,0,0,0,0,0,1,0,unknown-sector-addf3,thunderstorm,0.579,endurance,0.636,overhang,Thunderstorm,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
7b+,26,8220,grottosauro,Grottosauro,8215,0,1,0,0,0,0,0,0,1,0,unknown-sector-addf3,dont-know-name,0.579,endurance,0.636,overhang,N.N.,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
8b+,32,8221,grottosauro,Grottosauro,8202,0,1,0,0,0,0,0,0,1,0,grottosauro,red-passion,0.579,endurance,0.636,overhang,Red passion,32.0,0.0,0.0,1.0,8b+,0.0,0.0,0.0
7b,25,8547,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,la-perla-nera,0.667,crimpy,1.0,vertical,La perla nera,24.0,1.0,0.0,2.0,7a+,-1.0,0.5,0.0
6c,21,8548,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,sem,0.667,crimpy,1.0,vertical,Sem,21.0,0.0,0.0,2.0,6c,0.0,0.0,0.0
6b+,19,8549,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,barba-max,0.667,crimpy,1.0,vertical,Barba Max,19.0,0.0,0.0,2.0,6b+,0.0,0.0,0.0
6a,16,8550,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,passeggiata-sui-neri,0.667,crimpy,1.0,vertical,Passeggiata sui neri,16.0,0.0,0.0,2.0,6a,0.0,0.0,0.0
6c+,22,8551,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,una-presa-di-troppo,0.667,crimpy,1.0,vertical,Una presa di troppo,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
6a+,17,8552,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,chiodo-fisso,0.667,crimpy,1.0,vertical,Chiodo Fisso,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6a,16,8553,schizzolandia-e1c68-verrev,Schizzolandia,8547,0,0,1,0,0,0,1,0,0,0,schizzolandia,salsicciotto,0.667,crimpy,1.0,vertical,Salsicciotto,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
6a,16,9123,swing-area,Swing Area,9123,0,0,0,1,0,1,0,1,0,0,sirac-en-rut,greppo-greppo,0.5,"cruxy, technical",1.0,slab,Greppo Greppo,16.0,0.0,1.0,8.0,6a,0.0,0.0,0.125
7a,23,9124,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,tin-tin,0.5,"cruxy, technical",1.0,slab,Tin tin,23.0,0.0,0.0,5.0,7a,0.0,0.0,0.0
6c+,22,9125,swing-area,Swing Area,9125,0,0,0,1,0,1,0,1,0,0,unknown-sector,karl-dalle,0.5,"cruxy, technical",1.0,slab,Karl Dalle,22.0,0.0,1.0,4.0,6c+,0.0,0.0,0.25
7a,23,9126,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,sultan-of-swing,0.5,"cruxy, technical",1.0,slab,Sultan of Swing,23.0,0.0,0.0,3.0,7a,0.0,0.0,0.0
7a,23,9127,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,karl-knopf,0.5,"cruxy, technical",1.0,slab,Karl Knopf,23.0,0.0,0.0,2.0,7a,0.0,0.0,0.0
7b,25,9128,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,pipistrello,0.5,"cruxy, technical",1.0,slab,Pippistrello,25.0,0.0,0.0,2.0,7b,0.0,0.0,0.0
6a,16,9129,swing-area,Swing Area,9125,0,0,0,1,0,1,0,1,0,0,unknown-sector,grepo-greppo,0.5,"cruxy, technical",1.0,slab,Grepo Greppo,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
7c,27,9130,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,balle-bollenti,0.5,"cruxy, technical",1.0,slab,Balle bollenti,27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
7a,23,9131,swing-area,Swing Area,9124,0,0,0,1,0,1,0,1,0,0,swing-area,armando-diaz,0.5,"cruxy, technical",1.0,slab,Armando Diaz,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
6c+,22,9132,sanderland,Sanderland,9132,0,0,0,0,0,1,0,0,0,0,sanderland,pettirosso,1.0,technical,0.0, ,Pettirosso,22.0,0.0,0.0,4.0,6c+,0.0,0.0,0.0
7a,23,9133,sanderland,Sanderland,9132,0,0,0,0,0,1,0,0,0,0,sanderland,sesta-misura,1.0,technical,0.0, ,Sesta Misura,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
7c+,28,9134,sanderland,Sanderland,9132,0,0,0,0,0,1,0,0,0,0,sanderland,gran-ciclone-plus,1.0,technical,0.0, ,Gran Ciclone plus,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
7b+,26,9135,sanderland,Sanderland,9132,0,0,0,0,0,1,0,0,0,0,sanderland,durchedura,1.0,technical,0.0, ,Dur che'l dura,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
7b,25,10007,babilonia,Babilonia,10007,0,1,1,0,0,1,1,0,0,0,unknown-sector-f4dbb,unknown-route,0.3333333333333333,"endurance, crimpy, technical",1.0,vertical,N.N.,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
