difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness
7c,27,19493,monte-terlago-b7f4c-verrev,Monte Terlago,19467,0,0,0,0,0,1,0,0,0,1,unknown-sector-4d1d5,unknown-route,0.5710000000000001,technical,0.4,roof
7b,25,19494,monte-terlago-b7f4c-verrev,Monte Terlago,19468,0,0,0,0,0,1,0,1,0,1,monte-terlago,sasha-spazadora,1.0,technical,0.5,"roof, slab"
4b,7,20155,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,windsurf,0.0, ,0.0, 
4b,7,20156,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,kitesurf,0.0, ,0.0, 
4c,9,20157,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,canoa,0.0, ,0.0, 
4c,9,20158,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,apnea,0.0, ,0.0, 
4c,9,20159,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,nuoto,0.0, ,0.0, 
4c,9,20160,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,vela,0.0, ,0.0, 
4c,9,20161,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,subacquea,0.0, ,0.0, 
6b+,19,20162,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,arrampicata,0.0, ,0.0, 
6c,21,20163,spina-bf9aa-verrev,Spina,20155,0,0,0,0,0,0,0,0,0,0,spina,poltrire-sul-divano,0.0, ,0.0, 
8a,29,20219,bassilandia,Bassilandia,20219,0,0,0,0,0,1,1,0,0,0,il-poggiolo-dei-biagi,rue-des-chambonnettes,1.0,technical,1.0,vertical
6c+,22,20220,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,no-name,0.5,"cruxy, technical",1.0,vertical
6b+,19,20221,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,unknown-route-886fc-verrev,0.5,"cruxy, technical",1.0,vertical
7c,27,20222,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,labuelito,0.5710000000000001,technical,0.471,vertical
7a,23,20223,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,sgrinfia,0.5710000000000001,technical,0.471,vertical
6c+,22,20224,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,la-materia-dei-sogni,0.5,"cruxy, technical",1.0,vertical
6b+,19,20225,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,nix-ist-nich,0.5,"cruxy, technical",1.0,vertical
6c+,22,20226,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,voglia-di-lagolo,0.5,"cruxy, technical",1.0,vertical
7c+,28,20227,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,il-flaco,0.5710000000000001,technical,0.471,vertical
7a+,24,20228,bassilandia,Bassilandia,20228,0,0,0,0,0,1,0,1,0,0,settore-b,phoenix,0.545,technical,1.0,slab
7a+,24,20229,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,unknown-route,0.5,"cruxy, technical",1.0,vertical
7c+,28,20230,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,goganga,0.329,technical,0.833,vertical
8a,29,20231,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,sudoku,0.329,technical,0.833,vertical
7c,27,20232,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,godpa,0.5,"cruxy, technical",1.0,vertical
7c,27,20233,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,arancicchia,0.5710000000000001,technical,0.471,vertical
6b+,19,20234,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,neben-fragolina,0.5,"cruxy, technical",1.0,vertical
6c,21,20235,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,nina,0.5,"cruxy, technical",1.0,vertical
7c,27,20236,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,heja-heja,0.5,"cruxy, technical",1.0,vertical
7b+,26,20237,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,les-ecrins,0.5,"cruxy, technical",1.0,vertical
8a,29,20238,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,guido-sul-muschio,0.329,technical,0.833,vertical
7c+,28,20239,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,el-gordo,0.5710000000000001,technical,0.471,vertical
8a+,30,20240,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,landalopiteco,0.545,technical,0.4,vertical
6b+,19,20241,bassilandia,Bassilandia,20219,0,0,0,0,0,1,1,0,0,0,il-poggiolo-dei-biagi,ne-coiffe,1.0,technical,1.0,vertical
7b+,26,20242,bassilandia,Bassilandia,20222,0,0,0,1,0,0,1,0,0,0,settore-a,micro-cip,1.0,cruxy,1.0,vertical
7c,27,20243,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,il-signor-g,0.329,technical,0.833,vertical
6c+,22,20244,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,dont-know-name,0.5,"cruxy, technical",1.0,vertical
7b,25,20245,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,ophelia,0.5710000000000001,technical,0.471,vertical
8b,31,20246,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,companero,0.329,technical,0.833,vertical
7b,25,20247,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,occaso,0.5710000000000001,technical,0.471,vertical
6b,18,20248,bassilandia,Bassilandia,20222,0,0,0,0,0,1,0,1,0,0,settore-a,super-chicca,0.667,technical,0.6,slab
6c,21,20249,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,volo-nuziale,0.5710000000000001,technical,0.471,vertical
7a+,24,20250,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,i-gag-men,0.545,technical,0.4,vertical
7a,23,20251,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,superbiri,0.5710000000000001,technical,0.471,vertical
7c+,28,20252,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,e-chiove,0.545,technical,0.4,vertical
8b,31,20253,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,andalopiteco,0.5,"cruxy, technical",1.0,vertical
7c+,28,20254,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,madl-wadl,0.329,technical,0.833,vertical
7c+,28,20255,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,1,0,0,settore-b,tsunami,0.545,technical,0.5,"slab, vertical"
6c+,22,20256,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,le-colonne-dercole-plus,0.5,"cruxy, technical",1.0,vertical
6b+,19,20258,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,grimper-machine,0.5,"cruxy, technical",1.0,vertical
7b,25,20259,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,anathema,0.545,technical,0.4,vertical
7a+,24,20262,bassilandia,Bassilandia,20230,0,1,1,1,0,0,1,0,0,0,settore-c,giamaica,0.3333333333333333,"endurance, crimpy, cruxy",1.0,vertical
6c+,22,20263,bassilandia,Bassilandia,20228,0,1,0,0,0,1,1,1,1,0,settore-b,sapori-di-lagolo,0.5,"endurance, technical",0.3333333333333333,"overhang, slab, vertical"
7b,25,20264,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,gong-oh,0.329,technical,0.833,vertical
7c+,28,20265,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,qui-resting,1.0,technical,0.833,vertical
6a,16,20266,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,bella-monella,1.0,technical,1.0,vertical
7a,23,20267,bassilandia,Bassilandia,20230,0,0,1,1,0,1,1,0,0,0,settore-c,brillantina,0.3333333333333333,"crimpy, cruxy, technical",1.0,vertical
6c+,22,20268,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,il-patto,0.545,technical,0.4,vertical
8a,29,20269,bassilandia,Bassilandia,20228,0,1,1,1,0,1,1,0,0,0,settore-b,mohammed-kaliffa,0.25,"endurance, crimpy, cruxy, technical",1.0,vertical
7a+,24,20270,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,marcos,0.5,technical,0.75,vertical
7b+,26,20271,bassilandia,Bassilandia,20230,0,1,0,0,0,1,1,0,1,0,settore-c,diedrin-voll,0.5,"endurance, technical",0.5,"overhang, vertical"
7b,25,20272,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,x-pile,0.545,technical,0.4,vertical
7a+,24,20273,bassilandia,Bassilandia,20222,0,0,1,0,0,1,0,1,0,0,settore-a,polifemo,0.5,"crimpy, technical",0.6,slab
6c+,22,20274,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,birillo-morbido,0.5710000000000001,technical,1.0,vertical
7a,23,20275,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,1,1,0,settore-b,kirkuk,1.0,technical,0.3333333333333333,"overhang, slab, vertical"
6c+,22,20276,bassilandia,Bassilandia,20222,0,0,0,0,0,1,0,1,0,0,settore-a,tobia-ra,0.5710000000000001,technical,1.0,slab
7a+,24,20277,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,su-e-giu,0.545,technical,0.4,vertical
8a+,30,20278,bassilandia,Bassilandia,20228,0,0,1,0,0,1,1,0,0,0,settore-b,cerutti-gino,0.5,"crimpy, technical",0.4,vertical
6b+,19,20279,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,nix-ist-nicht,0.5,"cruxy, technical",1.0,vertical
6c+,22,20280,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,il-balestruccio,0.5710000000000001,technical,0.471,vertical
6a+,17,20281,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,cuccuio,0.5,"cruxy, technical",1.0,vertical
7a,23,20282,bassilandia,Bassilandia,20230,0,0,1,1,0,0,1,0,0,0,settore-c,extraterrestre,0.5,"crimpy, cruxy",0.8,vertical
7a,23,20283,bassilandia,Bassilandia,20230,0,1,0,0,0,0,1,0,0,0,settore-c,cucciolo-duomo,0.5,endurance,1.0,vertical
7b+,26,20284,bassilandia,Bassilandia,20230,0,0,1,0,0,1,1,0,0,0,settore-c,trutta-bianco-blu,0.5,"crimpy, technical",1.0,vertical
6c,21,20285,bassilandia,Bassilandia,20228,0,0,0,0,0,1,0,0,1,0,settore-b,adalpina,1.0,technical,0.667,overhang
7a,23,20286,bassilandia,Bassilandia,20230,0,0,0,1,0,0,1,0,0,0,settore-c,crotalo-wall,0.625,cruxy,0.75,vertical
6a,16,20287,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,1,0,0,settore-a,fragolina,0.75,technical,0.5,"slab, vertical"
6c+,22,20288,bassilandia,Bassilandia,20230,1,0,0,0,0,1,1,0,0,0,settore-c,will-coyote,0.5,"athletic, technical",0.667,vertical
7a,23,20289,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,il-mare-calmo,0.667,technical,0.75,vertical
7c,27,20290,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,da-zanca-a-zanca,0.545,technical,1.0,vertical
6b+,19,20291,bassilandia,Bassilandia,20222,0,0,0,0,0,1,0,0,1,0,settore-a,machine-a-grimper,0.4285714285714286,technical,0.5,overhang
7a,23,20292,bassilandia,Bassilandia,20230,0,1,0,0,0,0,1,0,0,1,settore-c,messico-e-nuvole,1.0,endurance,0.5,"roof, vertical"
6a+,17,20293,bassilandia,Bassilandia,20228,0,0,0,0,0,1,1,0,0,0,settore-b,6-marzo,0.545,technical,1.0,vertical
7a,23,20294,bassilandia,Bassilandia,20230,0,0,1,1,0,0,1,0,0,0,settore-c,novecento,0.5,"crimpy, cruxy",0.833,vertical
7c,27,20295,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,bod-pa,0.5,technical,1.0,vertical
7b,25,20296,bassilandia,Bassilandia,20230,0,0,1,1,0,1,1,0,0,0,settore-c,quo-vadis,0.3333333333333333,"crimpy, cruxy, technical",1.0,vertical
6b+,19,20297,bassilandia,Bassilandia,20220,0,0,0,1,0,1,1,0,0,0,arco,nix-is-nicht,0.5,"cruxy, technical",1.0,vertical
6c,21,20298,bassilandia,Bassilandia,20222,1,0,0,0,0,1,1,1,1,0,settore-a,le-colonne-dercole,0.5,"athletic, technical",0.3333333333333333,"overhang, slab, vertical"
7c+,28,20299,bassilandia,Bassilandia,20230,0,0,0,0,0,1,1,0,0,0,settore-c,extraterrestre-plus,1.0,technical,1.0,vertical
7a+,24,20300,bassilandia,Bassilandia,20230,0,1,1,0,0,0,1,0,0,0,settore-c,tim,0.5,"endurance, crimpy",1.0,vertical
6b+,19,20301,bassilandia,Bassilandia,20222,0,0,0,0,0,1,1,0,0,0,settore-a,nebraska,0.5,technical,1.0,vertical
7a,23,20712,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,ohne-namen,0.387,technical,0.5,slab
5c,14,20713,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,send-crag,0.387,technical,0.5,slab
7b,25,20714,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,marmellata-delle-pere,0.387,technical,0.5,slab
7a,23,20715,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,rulette-russa,0.387,technical,0.5,slab
7b+,26,20716,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,leoni-p-edge,0.387,technical,0.5,slab
7a,23,20717,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,n-n,0.387,technical,0.5,slab
6c,21,20718,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,fabius,0.387,technical,0.5,slab
8c,33,20719,la-gola,La Gola,20719,0,0,0,0,0,1,0,1,0,0,il-castello,lorizzonte-degli-eventi,0.667,technical,0.625,slab
7b,25,20720,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,india-direkt,0.387,technical,0.5,slab
6b,18,20721,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,cellural-dog,0.387,technical,0.5,slab
5c,14,20722,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,leonhard,0.387,technical,0.5,slab
6c,21,20723,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,passeggiata,0.387,technical,0.5,slab
6b,18,20724,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,forest-club,0.387,technical,0.5,slab
7a+,24,20725,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,hei-joe,0.387,technical,0.5,slab
6a+,17,20726,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,lavastovoglia,0.387,technical,0.5,slab
6c,21,20727,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,relaxi,0.387,technical,0.5,slab
7c+,28,20728,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,dont-know-name-706f5-verrev,0.387,technical,0.5,slab
3a,3,20729,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,6c+-7a,0.387,technical,0.5,slab
7a+,24,20730,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,monkey,0.387,technical,0.5,slab
6c,21,20731,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,taka-w-zacieciu,0.387,technical,0.5,slab
6a,16,20732,la-gola,La Gola,20732,0,0,0,0,0,1,1,0,0,0,il-giardino,w-gli-alpini,0.333,technical,0.722,vertical
6c+,22,20733,la-gola,La Gola,20712,0,0,1,1,0,0,1,0,0,0,unknown-sector-01e2d,gouloise,0.5,"crimpy, cruxy",1.0,vertical
6a,16,20734,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,red-hants,0.387,technical,0.5,slab
6b+,19,20735,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,right-from-forst-club,0.387,technical,0.5,slab
6c+,22,20736,la-gola,La Gola,20736,0,1,0,0,0,1,1,0,0,0,il-tornante,peppone,0.5,"endurance, technical",1.0,vertical
6a+,17,20737,la-gola,La Gola,20737,0,0,0,0,0,1,0,1,0,0,arcadioland,pance-grosse,0.667,technical,1.0,slab
5c,14,20738,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,sand-creek,0.387,technical,0.5,slab
5b,12,20739,la-gola,La Gola,20739,0,1,0,0,0,0,0,0,1,0,la-casa-del-piacere,aldo,0.3823823823823824,endurance,0.767,overhang
7b+,26,20740,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,le-ore,0.387,technical,0.5,slab
6c+,22,20741,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,ichnusa,0.28600000000000003,technical,0.8128128128128128,vertical
5c,14,20742,la-gola,La Gola,20742,0,0,0,0,0,1,1,0,0,0,sector-f-il-giardino-destra,arianna,1.0,technical,1.0,vertical
7c,27,20743,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,limpedita,0.28600000000000003,technical,0.8128128128128128,vertical
7b,25,20744,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,the-song-remains,0.387,technical,0.5,slab
6c+,22,20745,la-gola,La Gola,20741,0,0,1,0,0,0,1,0,0,0,guard-rail,gotica,1.0,crimpy,0.8128128128128128,vertical
7a,23,20746,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,nr-43,0.387,technical,0.5,slab
7c+,28,20747,la-gola,La Gola,20739,0,0,1,0,0,0,0,0,1,0,la-casa-del-piacere,pessimista-cosmica,1.0,crimpy,1.0,overhang
7a,23,20748,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,panda,0.387,technical,0.5,slab
8a+,30,20749,la-gola,La Gola,20741,0,0,0,0,0,1,0,1,0,0,guard-rail,futura,0.28600000000000003,technical,1.0,slab
6b+,19,20750,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,morbillo,0.28600000000000003,technical,0.8128128128128128,vertical
4a,6,20751,la-gola,La Gola,20751,0,0,0,0,0,1,1,0,0,0,sector-d-il-giardino-sinistra,eva,0.305,technical,0.4184184184184184,vertical
6a,16,20752,la-gola,La Gola,20712,0,0,1,0,0,0,1,0,0,0,unknown-sector-01e2d,ladri-di-grasso,1.0,crimpy,1.0,vertical
6c+,22,20753,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,unknown-route,0.387,technical,0.5,slab
8a,29,20754,la-gola,La Gola,20739,0,1,0,1,0,0,0,0,1,0,la-casa-del-piacere,destino-fatale,0.5,"endurance, cruxy",1.0,overhang
6a+,17,20755,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,serpenti-volanti,1.0,technical,1.0,slab
6c+,22,20756,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,no-name,0.387,technical,0.5,slab
6a,16,20757,la-gola,La Gola,20751,0,0,0,0,0,1,1,0,0,0,sector-d-il-giardino-sinistra,peter-senior,0.305,technical,0.4184184184184184,vertical
6c+,22,20758,la-gola,La Gola,20739,0,0,0,0,0,1,1,0,1,0,la-casa-del-piacere,susy,0.4,technical,0.5,"overhang, vertical"
7c+,28,20759,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,relax,0.387,technical,0.5,slab
7c+,28,20760,la-gola,La Gola,20739,1,0,1,0,0,0,0,0,1,0,la-casa-del-piacere,resting,0.5,"athletic, crimpy",1.0,overhang
7b,25,20761,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,bijoux,0.28600000000000003,technical,0.8128128128128128,vertical
7a,23,20762,la-gola,La Gola,20732,0,0,0,0,0,1,1,0,0,0,il-giardino,ciuffetto-magico,0.333,technical,0.722,vertical
7a,23,20763,la-gola,La Gola,20712,0,0,0,0,0,1,1,1,0,0,unknown-sector-01e2d,0-in-amore,1.0,technical,0.5,"slab, vertical"
8a+,30,20764,la-gola,La Gola,20739,0,1,0,0,0,1,0,0,1,0,la-casa-del-piacere,rain-man,0.5,"endurance, technical",0.767,overhang
5b,12,20765,la-gola,La Gola,20739,0,1,0,0,0,0,0,0,1,0,la-casa-del-piacere,anna,0.3823823823823824,endurance,0.767,overhang
7a+,24,20766,la-gola,La Gola,20736,0,0,0,1,0,0,1,0,0,0,il-tornante,don-camillo,0.3123123123123123,cruxy,0.43343343343343343,vertical
6b+,19,20767,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,forst-club,0.387,technical,0.5,slab
7a,23,20768,la-gola,La Gola,20712,0,0,1,0,0,0,0,1,0,0,unknown-sector-01e2d,right-entropia,1.0,crimpy,0.5,slab
6b+,19,20769,la-gola,La Gola,20736,0,0,0,1,0,0,1,0,0,0,il-tornante,om,0.3123123123123123,cruxy,0.43343343343343343,vertical
6a,16,20772,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,il-tornante,0.387,technical,0.5,slab
7b,25,20773,la-gola,La Gola,20719,0,0,0,0,0,1,0,1,0,0,il-castello,calamity-jane,0.667,technical,0.625,slab
7a,23,20774,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,dx-entropia,0.387,technical,0.5,slab
7a,23,20783,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,rechts-von-entropia,0.387,technical,0.5,slab
6b+,19,20784,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,no-name-n92k6-verrev,0.387,technical,0.5,slab
6c+,22,20785,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,il-giardino,0.387,technical,0.5,slab
6b+,19,20786,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,paccoman-variation,0.387,technical,0.5,slab
7a+,24,20787,la-gola,La Gola,20787,0,0,0,0,0,1,1,0,0,0,la-gola,unknown-route,0.305,technical,0.4184184184184184,vertical
7a,23,20788,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,no-problem,0.387,technical,0.5,slab
6a,16,20789,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,globus,0.387,technical,0.5,slab
6a+,17,20790,la-gola,La Gola,20737,0,0,0,0,0,1,0,1,0,0,arcadioland,lavastoviglia,0.667,technical,1.0,slab
5c,14,20791,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,laridi-grasso,0.387,technical,0.5,slab
6b,18,20792,la-gola,La Gola,20719,0,0,0,0,0,1,0,1,0,0,il-castello,dollari-e-paperi,0.75,technical,0.75,slab
6a+,17,20793,la-gola,La Gola,20737,0,0,0,0,0,1,0,1,0,0,arcadioland,arcadioland,1.0,technical,1.0,slab
6c+,22,20794,la-gola,La Gola,20712,0,0,1,0,0,0,0,1,0,0,unknown-sector-01e2d,dont-know-name,1.0,crimpy,0.5,slab
6a,16,20795,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,valentina,1.0,technical,0.75,slab
6a,16,20796,la-gola,La Gola,20742,0,0,0,0,0,1,1,1,0,0,sector-f-il-giardino-destra,ale-lanarchico,1.0,technical,0.5,"slab, vertical"
6b,18,20797,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,cellular-dog,0.387,technical,0.5,slab
6b,18,20798,la-gola,La Gola,20732,0,0,0,0,0,1,0,1,0,0,il-giardino,aloha,1.0,technical,1.0,slab
6c+,22,20799,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,ercolino,0.28600000000000003,technical,0.8128128128128128,vertical
6a,16,20800,la-gola,La Gola,20737,0,0,0,0,0,1,0,1,0,0,arcadioland,la-variante,0.667,technical,1.0,slab
6b,18,20801,la-gola,La Gola,20736,0,1,0,0,0,1,1,0,0,0,il-tornante,diedro-turri,0.5,"endurance, technical",1.0,vertical
7c,27,20802,la-gola,La Gola,20741,0,0,0,0,0,1,1,0,0,0,guard-rail,007,0.75,technical,1.0,vertical
6a,16,20803,la-gola,La Gola,20737,0,0,0,0,0,1,0,1,0,0,arcadioland,votantonio,0.6,technical,1.0,slab
5c,14,20804,la-gola,La Gola,20712,0,0,0,0,0,1,1,1,0,0,unknown-sector-01e2d,ayutti-tutti,0.387,technical,0.5,"slab, vertical"
6a,16,20805,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,bumbalino,0.387,technical,0.5,slab
7b,25,20806,la-gola,La Gola,20712,0,0,0,1,0,1,1,1,0,0,unknown-sector-01e2d,lafricano,0.5,"cruxy, technical",0.5,"slab, vertical"
5c,14,20807,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,una-rosa-in-mezzo-al,0.387,technical,0.5,slab
7a,23,20808,la-gola,La Gola,20736,0,0,0,1,0,0,1,0,0,0,il-tornante,dilettanti-allo-sbaraglio,0.3123123123123123,cruxy,0.43343343343343343,vertical
7a+,24,20809,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,criticatutto,0.387,technical,1.0,slab
6c,21,20810,la-gola,La Gola,20712,0,0,1,0,0,1,1,0,0,0,unknown-sector-01e2d,commissario-cervo,0.5,"crimpy, technical",1.0,vertical
7a,23,20811,la-gola,La Gola,20712,0,0,1,0,0,0,1,0,1,0,unknown-sector-01e2d,without-name,0.75,crimpy,0.5,"overhang, vertical"
6b,18,20812,la-gola,La Gola,20732,0,0,1,0,0,0,1,0,0,0,il-giardino,needless-and-pain,1.0,crimpy,1.0,vertical
5c,14,20813,la-gola,La Gola,20736,0,0,0,1,0,0,1,0,0,0,il-tornante,bagigi,0.3123123123123123,cruxy,1.0,vertical
5c,14,20814,la-gola,La Gola,20712,0,0,0,0,0,1,0,1,0,0,unknown-sector-01e2d,basloc,1.0,technical,0.75,slab
